age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
19,Male,Basic,0.22,21,Oceania,Mobile,8.99,1,Debit Card,4,0.01,Drama
32,Female,Standard,11.33,42,Europe,Mobile,13.99,1,Credit Card,1,0.26,Sci-Fi
60,Other,Basic,7.79,25,North America,TV,8.99,0,Debit Card,2,0.3,Drama
52,Male,Basic,0.12,25,South America,Mobile,8.99,1,Gift Card,4,0.0,Documentary
70,Female,Premium,1.04,37,South America,Tablet,17.99,1,PayPal,2,0.03,Horror
48,Female,Premium,16.1,20,South America,Mobile,17.99,0,Gift Card,4,0.77,Romance
49,Other,Premium,0.65,34,South America,Laptop,17.99,1,Credit Card,3,0.02,Drama
52,Female,Basic,0.3,21,Europe,Mobile,8.99,1,Gift Card,2,0.01,Horror
37,Male,Standard,16.01,11,Europe,Laptop,13.99,0,Debit Card,4,1.33,Horror
39,Female,Basic,33.36,37,South America,TV,8.99,1,Crypto,1,0.88,Sci-Fi
70,Female,Basic,3.99,24,Africa,Laptop,8.99,1,Gift Card,1,0.16,Horror
68,Male,Basic,17.26,10,South America,Desktop,8.99,0,Credit Card,3,1.57,Documentary
26,Other,Standard,4.64,7,Asia,Desktop,13.99,1,Crypto,1,0.58,Comedy
49,Female,Premium,5.0,17,Oceania,Mobile,17.99,0,Crypto,1,0.28,Drama
18,Male,Premium,12.42,58,North America,Laptop,17.99,1,Debit Card,3,0.21,Horror
28,Other,Basic,16.54,24,South America,Laptop,8.99,0,Crypto,3,0.66,Romance
57,Female,Premium,0.26,28,Europe,Tablet,17.99,1,Credit Card,2,0.01,Action
47,Female,Basic,17.94,19,Oceania,Tablet,8.99,0,PayPal,2,0.9,Action
18,Male,Standard,41.28,24,Europe,Desktop,13.99,0,Debit Card,3,1.65,Action
48,Male,Basic,3.34,1,Oceania,Mobile,8.99,1,Credit Card,1,1.67,Comedy
26,Female,Premium,3.13,18,Oceania,Laptop,17.99,0,PayPal,5,0.16,Sci-Fi
24,Other,Basic,3.02,21,Asia,Tablet,8.99,1,Gift Card,5,0.14,Comedy
40,Other,Standard,7.82,8,North America,Tablet,13.99,0,Credit Card,2,0.87,Documentary
50,Female,Basic,0.82,1,North America,Mobile,8.99,1,PayPal,5,0.41,Drama
49,Male,Basic,13.95,21,Oceania,Laptop,8.99,0,PayPal,1,0.63,Sci-Fi
55,Female,Premium,41.03,45,Africa,Laptop,17.99,0,Debit Card,3,0.89,Documentary
20,Female,Premium,20.62,13,Asia,TV,17.99,0,Debit Card,4,1.47,Sci-Fi
31,Other,Basic,11.3,37,South America,Mobile,8.99,1,PayPal,3,0.3,Romance
66,Female,Premium,5.8,41,Oceania,TV,17.99,1,PayPal,2,0.14,Documentary
58,Other,Standard,24.34,31,Asia,Laptop,13.99,0,Crypto,1,0.76,Comedy
54,Other,Basic,7.19,56,North America,Desktop,8.99,1,Gift Card,2,0.13,Romance
40,Male,Standard,13.33,24,North America,TV,13.99,0,Crypto,3,0.53,Romance
56,Other,Premium,1.65,30,Africa,Mobile,17.99,1,Gift Card,4,0.05,Action
34,Male,Standard,10.55,54,Asia,Tablet,13.99,0,PayPal,5,0.19,Sci-Fi
52,Other,Premium,6.19,19,Asia,TV,17.99,0,Gift Card,3,0.31,Romance
45,Male,Standard,9.87,46,Europe,Desktop,13.99,0,Debit Card,4,0.21,Comedy
66,Other,Premium,92.07,58,North America,Mobile,17.99,0,PayPal,3,1.56,Comedy
49,Male,Basic,2.89,16,Oceania,Laptop,8.99,1,Credit Card,5,0.17,Drama
35,Other,Standard,0.23,54,Asia,Desktop,13.99,1,Gift Card,5,0.0,Drama
65,Other,Standard,0.4,48,Europe,TV,13.99,1,Gift Card,5,0.01,Comedy
64,Other,Basic,11.05,12,Africa,Laptop,8.99,0,Crypto,5,0.85,Action
61,Male,Premium,25.26,7,North America,Tablet,17.99,0,Debit Card,5,3.16,Horror
31,Other,Premium,14.43,9,Africa,TV,17.99,0,Credit Card,5,1.44,Documentary
56,Other,Standard,10.6,55,Oceania,Laptop,13.99,1,Credit Card,1,0.19,Sci-Fi
70,Female,Standard,2.4,12,Asia,Desktop,13.99,0,PayPal,5,0.18,Comedy
40,Female,Standard,7.02,18,Africa,Tablet,13.99,0,PayPal,4,0.37,Sci-Fi
63,Male,Standard,31.54,44,North America,TV,13.99,0,Crypto,5,0.7,Drama
56,Other,Standard,17.44,11,Oceania,TV,13.99,0,Crypto,1,1.45,Documentary
64,Male,Basic,4.74,39,Europe,Mobile,8.99,1,Crypto,3,0.12,Action
18,Male,Standard,14.18,27,North America,Tablet,13.99,0,Crypto,2,0.51,Drama
60,Male,Standard,7.61,8,Europe,Laptop,13.99,0,Crypto,5,0.85,Horror
18,Other,Basic,0.59,41,Asia,Desktop,8.99,1,Debit Card,5,0.01,Horror
32,Male,Standard,27.72,58,North America,Laptop,13.99,0,PayPal,3,0.47,Action
34,Male,Premium,26.06,28,North America,TV,17.99,0,Debit Card,4,0.9,Drama
64,Female,Standard,10.78,10,Oceania,Mobile,13.99,0,PayPal,3,0.98,Drama
22,Female,Standard,8.07,36,South America,Laptop,13.99,1,Crypto,2,0.22,Drama
39,Other,Standard,5.56,47,Asia,TV,13.99,1,Crypto,5,0.12,Documentary
59,Other,Basic,0.27,44,North America,Laptop,8.99,1,PayPal,5,0.01,Drama
68,Male,Standard,44.63,53,Oceania,Mobile,13.99,0,Credit Card,5,0.83,Sci-Fi
38,Male,Standard,13.61,16,Africa,Desktop,13.99,0,PayPal,5,0.8,Horror
22,Male,Premium,13.24,37,Europe,Mobile,17.99,0,Credit Card,5,0.35,Horror
41,Male,Premium,4.41,56,Africa,TV,17.99,1,Gift Card,2,0.08,Horror
36,Other,Premium,12.92,14,Oceania,Tablet,17.99,0,Gift Card,5,0.86,Sci-Fi
30,Male,Standard,1.29,4,Africa,TV,13.99,0,Credit Card,5,0.26,Action
57,Male,Standard,2.31,29,Europe,Tablet,13.99,1,Crypto,1,0.08,Sci-Fi
54,Male,Standard,8.56,33,South America,Mobile,13.99,1,Gift Card,4,0.25,Drama
18,Male,Standard,18.75,24,South America,Mobile,13.99,0,PayPal,5,0.75,Sci-Fi
46,Female,Standard,0.71,26,North America,Tablet,13.99,1,Crypto,5,0.03,Action
38,Male,Standard,18.9,54,Africa,Tablet,13.99,1,Gift Card,4,0.34,Horror
48,Male,Basic,6.52,34,North America,Tablet,8.99,1,PayPal,4,0.19,Comedy
25,Male,Premium,23.81,59,South America,Laptop,17.99,0,Debit Card,3,0.4,Comedy
31,Other,Premium,2.47,33,North America,Mobile,17.99,1,PayPal,2,0.07,Sci-Fi
37,Female,Basic,7.59,5,Europe,Desktop,8.99,0,Crypto,2,1.26,Drama
57,Other,Basic,9.88,44,Europe,Mobile,8.99,1,Debit Card,3,0.22,Action
70,Other,Standard,21.33,47,Europe,Tablet,13.99,0,Debit Card,1,0.44,Sci-Fi
65,Male,Basic,4.2,54,North America,Mobile,8.99,1,Crypto,4,0.08,Documentary
44,Male,Premium,2.51,30,Europe,Mobile,17.99,0,Debit Card,4,0.08,Sci-Fi
47,Female,Premium,11.36,13,South America,Mobile,17.99,0,Gift Card,1,0.81,Horror
70,Other,Premium,13.24,1,Africa,TV,17.99,0,Gift Card,5,6.62,Drama
55,Male,Standard,7.78,7,Asia,Mobile,13.99,0,PayPal,3,0.97,Drama
46,Male,Premium,3.18,11,North America,TV,17.99,1,Crypto,4,0.27,Sci-Fi
68,Other,Premium,4.12,31,Europe,TV,17.99,1,Credit Card,5,0.13,Drama
36,Other,Basic,29.27,35,Europe,TV,8.99,0,Gift Card,4,0.81,Romance
65,Female,Premium,14.47,31,South America,TV,17.99,0,Debit Card,5,0.45,Drama
50,Other,Premium,13.98,56,Oceania,Mobile,17.99,1,Crypto,4,0.25,Horror
38,Other,Basic,14.43,16,South America,Tablet,8.99,0,Credit Card,1,0.85,Documentary
26,Female,Premium,13.59,51,Oceania,Mobile,17.99,1,Crypto,2,0.26,Drama
45,Male,Basic,4.59,47,Asia,Laptop,8.99,1,Gift Card,1,0.1,Sci-Fi
38,Other,Premium,1.81,22,Asia,Laptop,17.99,1,Gift Card,4,0.08,Action
41,Other,Basic,12.04,32,Oceania,Desktop,8.99,1,Credit Card,1,0.36,Drama
70,Other,Standard,4.69,32,Asia,TV,13.99,1,Debit Card,3,0.14,Documentary
43,Female,Premium,12.37,37,Europe,Desktop,17.99,1,Crypto,3,0.33,Romance
42,Female,Basic,7.27,7,Africa,Laptop,8.99,0,Crypto,2,0.91,Romance
48,Other,Premium,26.34,40,Africa,TV,17.99,0,Crypto,2,0.64,Romance
67,Male,Standard,19.48,25,North America,Mobile,13.99,0,Debit Card,2,0.75,Drama
22,Other,Standard,1.04,56,Africa,Desktop,13.99,1,PayPal,3,0.02,Comedy
33,Other,Standard,59.71,55,Asia,Desktop,13.99,0,Credit Card,5,1.07,Documentary
66,Female,Premium,16.22,0,Europe,TV,17.99,0,Gift Card,2,16.22,Drama
58,Female,Standard,4.39,11,South America,Mobile,13.99,0,Debit Card,5,0.37,Romance
20,Female,Standard,13.2,56,Asia,Mobile,13.99,1,Debit Card,2,0.23,Romance
49,Female,Premium,20.88,41,South America,TV,17.99,0,Crypto,3,0.5,Horror
50,Other,Basic,7.35,26,North America,Laptop,8.99,0,Debit Card,3,0.27,Drama
43,Other,Premium,86.73,26,Africa,TV,17.99,0,Debit Card,3,3.21,Romance
65,Other,Basic,3.9,14,Europe,Mobile,8.99,1,Debit Card,4,0.26,Sci-Fi
61,Male,Premium,0.42,51,Europe,TV,17.99,1,Gift Card,3,0.01,Drama
32,Female,Standard,6.93,34,South America,Mobile,13.99,1,Crypto,3,0.2,Comedy
31,Male,Basic,5.18,36,Oceania,Tablet,8.99,1,Credit Card,1,0.14,Horror
42,Male,Premium,8.37,21,Europe,Tablet,17.99,0,Crypto,3,0.38,Documentary
69,Other,Premium,38.02,30,Europe,Tablet,17.99,0,Debit Card,3,1.23,Comedy
65,Female,Premium,52.33,24,Europe,Tablet,17.99,0,Gift Card,5,2.09,Action
44,Male,Premium,1.83,25,Africa,TV,17.99,0,PayPal,5,0.07,Comedy
58,Female,Basic,0.51,12,Asia,Tablet,8.99,1,PayPal,1,0.04,Action
56,Female,Basic,8.54,16,Oceania,Tablet,8.99,0,Crypto,5,0.5,Action
40,Female,Premium,8.64,35,South America,Laptop,17.99,0,Debit Card,5,0.24,Romance
25,Female,Premium,6.38,23,South America,TV,17.99,0,Gift Card,5,0.27,Drama
28,Other,Premium,7.1,11,North America,Laptop,17.99,0,Crypto,3,0.59,Horror
36,Male,Premium,11.31,7,North America,TV,17.99,0,PayPal,3,1.41,Action
33,Other,Basic,3.84,28,South America,Mobile,8.99,1,Credit Card,3,0.13,Horror
21,Male,Standard,10.63,4,Oceania,Tablet,13.99,0,Gift Card,1,2.13,Comedy
24,Female,Standard,0.02,35,Africa,Tablet,13.99,1,PayPal,3,0.0,Documentary
68,Female,Premium,9.66,27,Africa,TV,17.99,0,Credit Card,5,0.35,Sci-Fi
70,Female,Premium,0.36,15,Oceania,TV,17.99,1,Gift Card,5,0.02,Sci-Fi
68,Male,Basic,7.63,23,North America,Tablet,8.99,0,Debit Card,4,0.32,Drama
41,Female,Standard,6.47,32,Africa,TV,13.99,1,Gift Card,4,0.2,Drama
58,Other,Premium,26.32,18,Asia,Mobile,17.99,0,PayPal,4,1.39,Documentary
38,Female,Standard,7.34,56,Europe,TV,13.99,1,Gift Card,4,0.13,Romance
33,Male,Basic,8.19,53,Europe,TV,8.99,1,Credit Card,1,0.15,Comedy
19,Female,Premium,11.05,5,Oceania,TV,17.99,0,Gift Card,1,1.84,Romance
65,Other,Basic,1.05,51,Africa,Mobile,8.99,1,Gift Card,2,0.02,Sci-Fi
66,Male,Standard,27.5,32,Africa,Mobile,13.99,0,Gift Card,3,0.83,Romance
28,Male,Basic,9.85,46,North America,Desktop,8.99,1,Gift Card,5,0.21,Drama
66,Female,Premium,5.22,28,Asia,Desktop,17.99,0,Crypto,5,0.18,Action
21,Female,Basic,19.14,28,North America,Desktop,8.99,0,Crypto,2,0.66,Comedy
23,Other,Basic,10.73,35,Europe,Tablet,8.99,1,Credit Card,5,0.3,Comedy
30,Male,Standard,5.1,9,North America,TV,13.99,0,PayPal,5,0.51,Comedy
36,Other,Basic,16.65,36,Oceania,Tablet,8.99,1,Debit Card,2,0.45,Documentary
32,Other,Premium,45.98,45,Asia,Desktop,17.99,0,Crypto,1,1.0,Comedy
18,Male,Standard,20.65,19,North America,Tablet,13.99,0,Crypto,4,1.03,Sci-Fi
40,Male,Basic,10.98,28,South America,Mobile,8.99,1,Debit Card,1,0.38,Action
28,Male,Standard,1.78,35,South America,Mobile,13.99,1,Debit Card,3,0.05,Action
32,Male,Premium,4.11,45,Asia,Laptop,17.99,1,Credit Card,5,0.09,Action
20,Other,Standard,21.21,0,North America,Mobile,13.99,0,Crypto,2,21.21,Drama
67,Female,Premium,15.45,46,Africa,Desktop,17.99,1,Gift Card,5,0.33,Comedy
31,Male,Premium,12.0,2,Europe,Mobile,17.99,0,Credit Card,2,4.0,Comedy
19,Other,Premium,1.44,40,South America,TV,17.99,1,Gift Card,5,0.04,Comedy
47,Other,Standard,8.67,41,North America,Laptop,13.99,1,PayPal,2,0.21,Sci-Fi
28,Female,Premium,27.06,55,North America,Tablet,17.99,0,Debit Card,4,0.48,Action
22,Female,Premium,7.24,30,Oceania,Tablet,17.99,0,PayPal,2,0.23,Romance
29,Male,Premium,63.39,37,North America,Tablet,17.99,0,Gift Card,4,1.67,Comedy
63,Male,Basic,1.44,26,Europe,Mobile,8.99,1,Debit Card,1,0.05,Documentary
42,Other,Premium,4.26,6,North America,Tablet,17.99,0,Crypto,5,0.61,Horror
68,Female,Standard,15.06,20,North America,Mobile,13.99,0,Gift Card,1,0.72,Romance
48,Male,Standard,29.96,44,Europe,Laptop,13.99,0,Crypto,5,0.67,Sci-Fi
45,Female,Premium,8.05,54,Africa,TV,17.99,1,Crypto,3,0.15,Action
57,Male,Standard,3.51,50,Oceania,Laptop,13.99,1,Credit Card,1,0.07,Documentary
63,Male,Basic,2.51,31,Europe,Laptop,8.99,1,Debit Card,3,0.08,Comedy
32,Female,Premium,1.8,32,South America,Mobile,17.99,1,PayPal,2,0.05,Romance
70,Male,Standard,28.32,3,Asia,Tablet,13.99,0,Debit Card,3,7.08,Action
48,Female,Standard,4.19,0,Europe,Tablet,13.99,0,Gift Card,2,4.19,Documentary
66,Other,Standard,0.76,44,Europe,Tablet,13.99,1,Gift Card,2,0.02,Action
38,Male,Standard,0.61,9,North America,Mobile,13.99,0,Credit Card,4,0.06,Documentary
67,Female,Premium,27.79,28,Oceania,TV,17.99,0,Crypto,4,0.96,Action
61,Female,Premium,16.13,21,Europe,Tablet,17.99,0,Crypto,3,0.73,Documentary
32,Other,Premium,24.87,41,North America,Tablet,17.99,0,Gift Card,5,0.59,Sci-Fi
23,Female,Standard,29.18,36,Oceania,TV,13.99,0,Debit Card,1,0.79,Documentary
30,Other,Premium,11.65,21,Africa,Laptop,17.99,0,Credit Card,5,0.53,Romance
23,Male,Premium,6.55,27,Oceania,Laptop,17.99,0,PayPal,3,0.23,Romance
20,Other,Standard,0.52,29,Asia,TV,13.99,1,Debit Card,1,0.02,Romance
40,Female,Basic,7.31,3,Africa,Tablet,8.99,0,Debit Card,1,1.83,Action
28,Female,Basic,35.03,37,Asia,Desktop,8.99,0,Credit Card,4,0.92,Comedy
24,Female,Basic,9.03,52,South America,Mobile,8.99,1,Crypto,1,0.17,Documentary
54,Other,Premium,14.2,6,Europe,Laptop,17.99,0,Crypto,5,2.03,Romance
25,Female,Standard,8.01,20,South America,Laptop,13.99,0,Credit Card,4,0.38,Sci-Fi
35,Other,Basic,9.58,13,North America,Mobile,8.99,0,Debit Card,1,0.68,Horror
30,Female,Basic,0.36,60,Africa,Laptop,8.99,1,Debit Card,3,0.01,Drama
36,Female,Basic,22.91,0,Asia,TV,8.99,0,Crypto,1,22.91,Drama
68,Female,Standard,18.49,11,South America,Mobile,13.99,0,Gift Card,1,1.54,Drama
29,Other,Basic,4.67,5,South America,Laptop,8.99,0,PayPal,3,0.78,Sci-Fi
39,Female,Premium,17.14,3,Asia,Mobile,17.99,0,Credit Card,5,4.29,Comedy
61,Female,Premium,26.79,34,Africa,TV,17.99,0,Credit Card,4,0.77,Sci-Fi
56,Female,Basic,0.97,33,Asia,Mobile,8.99,1,Debit Card,4,0.03,Horror
61,Other,Premium,0.25,1,North America,Desktop,17.99,0,PayPal,2,0.12,Sci-Fi
22,Other,Basic,13.16,6,Europe,Tablet,8.99,0,Debit Card,4,1.88,Comedy
49,Female,Basic,4.49,57,South America,Tablet,8.99,1,Crypto,5,0.08,Documentary
21,Other,Premium,6.28,3,South America,Laptop,17.99,0,Crypto,4,1.57,Documentary
58,Female,Basic,16.81,1,Europe,TV,8.99,0,Gift Card,2,8.4,Horror
59,Other,Premium,28.38,52,Africa,Tablet,17.99,0,PayPal,4,0.54,Drama
32,Male,Basic,3.87,32,South America,TV,8.99,1,Credit Card,2,0.12,Drama
56,Other,Premium,1.28,22,Africa,Desktop,17.99,0,PayPal,5,0.06,Action
45,Male,Premium,3.31,34,Oceania,Tablet,17.99,1,Gift Card,2,0.09,Drama
66,Male,Premium,22.68,50,Europe,Laptop,17.99,0,PayPal,4,0.44,Documentary
33,Female,Premium,11.02,22,Africa,TV,17.99,0,Gift Card,4,0.48,Drama
36,Other,Premium,23.5,1,Oceania,Laptop,17.99,0,PayPal,1,11.75,Action
54,Male,Basic,5.47,36,South America,Mobile,8.99,1,Credit Card,1,0.15,Comedy
61,Male,Standard,21.36,39,Asia,Tablet,13.99,0,Debit Card,3,0.53,Comedy
53,Male,Standard,16.62,44,Africa,TV,13.99,0,PayPal,5,0.37,Drama
55,Female,Standard,8.26,32,Africa,Laptop,13.99,0,PayPal,4,0.25,Drama
42,Female,Basic,8.5,32,Asia,Desktop,8.99,1,PayPal,2,0.26,Comedy
22,Male,Premium,8.84,52,Europe,Desktop,17.99,1,Credit Card,2,0.17,Comedy
19,Female,Premium,6.49,34,North America,Tablet,17.99,1,Gift Card,1,0.19,Romance
20,Male,Standard,8.47,53,North America,TV,13.99,1,Gift Card,2,0.16,Horror
36,Other,Standard,31.46,47,Oceania,Desktop,13.99,0,PayPal,3,0.66,Comedy
40,Male,Standard,13.4,49,Africa,Mobile,13.99,1,Crypto,1,0.27,Documentary
37,Female,Basic,7.36,38,Oceania,Laptop,8.99,1,Debit Card,2,0.19,Romance
21,Male,Basic,5.1,53,Europe,Tablet,8.99,1,PayPal,3,0.09,Documentary
20,Female,Premium,4.39,33,Oceania,Mobile,17.99,1,Gift Card,1,0.13,Horror
35,Female,Standard,8.39,0,Africa,TV,13.99,0,Credit Card,2,8.39,Comedy
31,Other,Basic,5.12,12,North America,TV,8.99,0,Debit Card,5,0.39,Action
63,Female,Standard,1.33,29,Asia,Laptop,13.99,1,Credit Card,3,0.04,Horror
21,Female,Standard,3.88,0,Africa,Mobile,13.99,0,Crypto,1,3.88,Action
28,Male,Standard,19.03,17,Europe,Laptop,13.99,0,Gift Card,2,1.06,Drama
61,Other,Standard,4.08,35,Oceania,Mobile,13.99,1,Gift Card,3,0.11,Sci-Fi
62,Other,Premium,4.31,47,Asia,Mobile,17.99,1,Debit Card,5,0.09,Action
38,Female,Premium,1.18,4,Africa,Mobile,17.99,0,Debit Card,3,0.24,Action
33,Other,Premium,1.81,20,North America,Tablet,17.99,1,Crypto,2,0.09,Comedy
49,Female,Standard,11.06,50,Europe,Tablet,13.99,1,PayPal,3,0.22,Documentary
26,Other,Basic,0.06,2,South America,TV,8.99,1,Credit Card,4,0.02,Action
70,Other,Premium,22.22,5,Europe,TV,17.99,0,Credit Card,2,3.7,Romance
39,Male,Standard,8.99,32,Asia,TV,13.99,1,Gift Card,3,0.27,Documentary
28,Male,Standard,20.31,40,Oceania,Laptop,13.99,0,Gift Card,1,0.5,Action
61,Other,Basic,0.65,24,Oceania,Tablet,8.99,1,Debit Card,5,0.03,Horror
44,Female,Basic,55.55,17,Africa,Desktop,8.99,0,Debit Card,2,3.09,Romance
30,Male,Premium,13.28,44,South America,Mobile,17.99,0,PayPal,4,0.3,Romance
61,Female,Premium,7.11,33,Oceania,TV,17.99,1,PayPal,3,0.21,Horror
27,Male,Standard,20.21,57,Oceania,Tablet,13.99,0,Crypto,2,0.35,Horror
43,Male,Premium,4.64,7,Oceania,Tablet,17.99,0,Debit Card,5,0.58,Documentary
31,Female,Premium,2.08,8,South America,Desktop,17.99,1,Credit Card,3,0.23,Romance
59,Other,Standard,25.47,32,North America,Desktop,13.99,0,Debit Card,4,0.77,Sci-Fi
27,Other,Premium,4.02,41,South America,Mobile,17.99,1,Credit Card,1,0.1,Documentary
29,Other,Standard,31.52,12,Europe,Tablet,13.99,0,Debit Card,3,2.42,Drama
61,Female,Standard,0.76,22,Africa,TV,13.99,0,Debit Card,5,0.03,Drama
62,Male,Basic,6.84,3,Africa,Desktop,8.99,0,Crypto,2,1.71,Comedy
56,Other,Basic,1.72,10,North America,Mobile,8.99,1,Debit Card,2,0.16,Horror
59,Female,Standard,19.34,25,North America,TV,13.99,0,Crypto,3,0.74,Sci-Fi
33,Female,Standard,1.33,3,Africa,Tablet,13.99,0,PayPal,5,0.33,Documentary
41,Female,Standard,23.03,50,Europe,TV,13.99,0,Credit Card,3,0.45,Drama
54,Female,Standard,21.67,18,Africa,TV,13.99,0,Gift Card,3,1.14,Romance
34,Female,Basic,27.09,9,Oceania,TV,8.99,0,Debit Card,1,2.71,Documentary
41,Male,Premium,22.75,22,Europe,TV,17.99,0,Gift Card,2,0.99,Horror
38,Other,Basic,4.55,18,Africa,TV,8.99,1,Credit Card,5,0.24,Drama
42,Male,Basic,0.79,18,South America,Laptop,8.99,1,PayPal,4,0.04,Action
45,Female,Premium,0.91,7,South America,Mobile,17.99,1,Crypto,5,0.11,Horror
66,Female,Standard,4.63,26,Europe,Tablet,13.99,0,PayPal,5,0.17,Action
31,Other,Basic,5.4,4,Europe,Desktop,8.99,0,Credit Card,5,1.08,Romance
64,Female,Premium,18.21,21,Europe,Desktop,17.99,0,PayPal,4,0.83,Drama
37,Other,Premium,1.99,13,Asia,Tablet,17.99,0,Debit Card,4,0.14,Horror
60,Female,Premium,5.68,30,Oceania,Laptop,17.99,0,Debit Card,3,0.18,Romance
51,Male,Standard,41.24,38,North America,Mobile,13.99,0,Credit Card,5,1.06,Comedy
18,Male,Standard,7.4,18,North America,Mobile,13.99,0,Credit Card,2,0.39,Romance
45,Male,Standard,13.13,5,Asia,Desktop,13.99,0,Crypto,5,2.19,Drama
69,Other,Basic,21.91,24,Asia,Desktop,8.99,0,Debit Card,5,0.88,Action
67,Male,Standard,9.57,5,Europe,Mobile,13.99,0,Crypto,5,1.59,Action
44,Female,Standard,0.78,3,North America,Mobile,13.99,0,Credit Card,3,0.2,Drama
43,Male,Standard,31.73,34,Asia,TV,13.99,0,Credit Card,3,0.91,Horror
49,Female,Premium,4.26,40,Africa,Mobile,17.99,1,Credit Card,3,0.1,Comedy
57,Female,Premium,21.15,43,South America,Laptop,17.99,0,Credit Card,2,0.48,Comedy
59,Female,Standard,9.77,5,Africa,TV,13.99,0,Crypto,4,1.63,Comedy
28,Female,Premium,3.02,4,Africa,Desktop,17.99,0,Debit Card,2,0.6,Action
58,Other,Premium,1.05,58,South America,Laptop,17.99,1,Crypto,1,0.02,Comedy
47,Female,Basic,8.22,4,Africa,TV,8.99,0,Gift Card,2,1.64,Action
22,Female,Premium,0.97,13,Oceania,Laptop,17.99,1,PayPal,2,0.07,Action
44,Other,Premium,1.41,33,South America,Laptop,17.99,1,Credit Card,1,0.04,Documentary
22,Other,Standard,46.56,3,Europe,Mobile,13.99,0,PayPal,3,11.64,Comedy
22,Other,Standard,12.77,33,North America,Desktop,13.99,1,Credit Card,2,0.38,Sci-Fi
62,Male,Basic,12.66,42,Asia,TV,8.99,1,Debit Card,2,0.29,Action
67,Male,Standard,12.02,20,Asia,TV,13.99,0,Credit Card,1,0.57,Sci-Fi
44,Male,Basic,6.67,25,Africa,Tablet,8.99,0,Crypto,5,0.26,Drama
58,Male,Standard,7.36,18,Oceania,Laptop,13.99,0,Gift Card,4,0.39,Romance
50,Male,Basic,3.28,59,Africa,Tablet,8.99,1,Gift Card,3,0.05,Documentary
69,Female,Premium,3.94,38,Oceania,Laptop,17.99,1,PayPal,2,0.1,Sci-Fi
70,Other,Standard,9.1,16,Europe,Tablet,13.99,0,Gift Card,2,0.54,Sci-Fi
50,Male,Premium,4.27,50,Asia,Mobile,17.99,1,Credit Card,3,0.08,Documentary
66,Male,Premium,9.17,28,Asia,Laptop,17.99,0,Debit Card,2,0.32,Horror
59,Female,Standard,26.45,55,Oceania,Laptop,13.99,0,PayPal,4,0.47,Comedy
62,Other,Premium,7.16,5,North America,Desktop,17.99,0,Gift Card,5,1.19,Romance
51,Female,Basic,4.74,27,Africa,Tablet,8.99,1,PayPal,3,0.17,Drama
51,Female,Basic,23.59,9,South America,TV,8.99,0,Debit Card,3,2.36,Documentary
44,Male,Premium,18.92,0,Oceania,Tablet,17.99,0,Crypto,4,18.92,Romance
53,Male,Premium,0.77,21,South America,Laptop,17.99,1,Crypto,3,0.04,Sci-Fi
31,Female,Standard,0.96,55,North America,Laptop,13.99,1,Crypto,3,0.02,Action
41,Female,Basic,40.64,31,Africa,Laptop,8.99,0,Gift Card,2,1.27,Action
49,Female,Standard,0.59,4,Africa,Desktop,13.99,1,Credit Card,1,0.12,Comedy
30,Female,Basic,17.02,29,Africa,Desktop,8.99,0,Gift Card,3,0.57,Comedy
22,Other,Premium,2.61,10,Europe,TV,17.99,0,PayPal,4,0.24,Sci-Fi
53,Other,Basic,23.5,20,South America,Mobile,8.99,0,Gift Card,4,1.12,Documentary
24,Female,Basic,7.5,4,South America,Tablet,8.99,0,Debit Card,2,1.5,Romance
62,Other,Standard,23.97,60,Africa,Desktop,13.99,1,Crypto,1,0.39,Horror
43,Male,Basic,9.58,13,Oceania,Desktop,8.99,0,Debit Card,4,0.68,Drama
47,Male,Premium,19.68,59,South America,Desktop,17.99,1,Crypto,2,0.33,Horror
57,Female,Basic,6.14,29,South America,Desktop,8.99,0,PayPal,2,0.2,Documentary
56,Other,Premium,13.15,6,Africa,Mobile,17.99,0,Credit Card,2,1.88,Horror
62,Female,Premium,4.34,45,Africa,Desktop,17.99,1,Gift Card,3,0.09,Drama
44,Male,Premium,3.95,26,Asia,Desktop,17.99,1,Gift Card,4,0.15,Action
45,Male,Basic,2.73,27,Asia,Mobile,8.99,1,Debit Card,3,0.1,Drama
20,Male,Basic,0.67,59,North America,TV,8.99,1,PayPal,4,0.01,Horror
44,Female,Basic,6.71,40,Asia,Mobile,8.99,1,Crypto,1,0.16,Sci-Fi
36,Female,Basic,14.33,44,South America,Laptop,8.99,1,Gift Card,2,0.32,Drama
55,Other,Standard,11.62,51,South America,Desktop,13.99,0,PayPal,4,0.22,Documentary
35,Male,Standard,16.34,39,Asia,Desktop,13.99,1,Gift Card,2,0.41,Documentary
53,Male,Premium,16.53,43,Europe,Mobile,17.99,1,Gift Card,1,0.38,Romance
42,Other,Standard,0.68,50,Africa,Mobile,13.99,1,Gift Card,4,0.01,Sci-Fi
60,Male,Basic,20.83,43,Europe,Mobile,8.99,1,Gift Card,5,0.47,Documentary
53,Other,Standard,0.07,50,North America,Desktop,13.99,1,PayPal,3,0.0,Action
52,Female,Basic,22.21,54,Oceania,TV,8.99,1,Credit Card,1,0.4,Romance
32,Male,Standard,8.26,39,Asia,Laptop,13.99,1,Gift Card,1,0.21,Drama
